,date,MSFT,AMZN,COST,ALK,SBUX
849,2016-06-23,51.91,722.08,157.03,59.14,56.13
850,2016-06-24,49.83,698.96,155.56,56.49,54.68
851,2016-06-27,48.43,691.36,154.26,55.66,53.69
852,2016-06-28,49.44,707.95,155.6,56.71,54.85
853,2016-06-29,50.54,715.6,157.08,57.69,56.74
854,2016-06-30,51.17,715.62,157.04,58.29,57.12
855,2016-07-01,51.16,725.68,156.11,58.74,56.99
856,2016-07-05,51.17,728.1,155.25,58.63,56.77
857,2016-07-06,51.38,737.61,156.01,58.54,56.75
858,2016-07-07,51.38,736.57,163.7,59.47,56.91
859,2016-07-08,52.3,745.81,165.44,59.86,56.51
860,2016-07-11,52.59,753.78,166.72,60.16,56.32
861,2016-07-12,53.21,748.21,166.28,63.25,57.48
862,2016-07-13,53.51,742.63,166.78,63.17,56.48
863,2016-07-14,53.74,741.2,166.94,64.86,57.59
864,2016-07-15,53.7,735.44,166.41,65.04,57.41
865,2016-07-18,53.96,736.07,167.51,64.24,56.92
866,2016-07-19,53.09,739.95,168.12,63.87,56.76
867,2016-07-20,55.91,745.72,168.04,63.49,57.54
868,2016-07-21,55.8,744.43,167.05,64.71,57.6
869,2016-07-22,56.57,744.86,167.47,64.6,57.9
870,2016-07-25,56.73,739.61,167.97,65.4,57.95
871,2016-07-26,56.76,735.59,167.57,66.53,58.31
872,2016-07-27,56.19,736.67,166.15,67.87,57.85
873,2016-07-28,56.21,752.61,166.35,68.46,58.21
874,2016-07-29,56.68,758.81,167.22,67.22,58.05
875,2016-08-01,56.58,767.74,167.56,67.65,57.63
876,2016-08-02,56.58,760.58,166.5,64.89,56.73
877,2016-08-03,56.97,754.64,166.12,65.1,55.94
878,2016-08-04,57.39,760.77,166.55,65.1,55.42
879,2016-08-05,57.96,765.98,167.7,66.23,55.9
880,2016-08-08,58.06,766.56,167.4,65.86,55.36
881,2016-08-09,58.2,768.31,167.86,64.99,55.2
882,2016-08-10,58.02,768.56,168.29,64.84,55.62
883,2016-08-11,58.3,771.24,167.88,66.11,55.47
884,2016-08-12,57.94,772.56,169.04,65.38,55.47
885,2016-08-15,58.12,768.49,168.73,66.12,55.25
886,2016-08-16,57.44,764.04,168.41,66.0,55.37
887,2016-08-17,57.56,764.63,167.96,67.35,55.8
888,2016-08-18,57.6,764.46,167.75,67.7,55.53
889,2016-08-19,57.62,757.31,168.02,67.07,54.94
890,2016-08-22,57.67,759.48,167.94,66.86,55.85
891,2016-08-23,57.89,762.45,167.36,67.35,56.4
892,2016-08-24,57.95,757.25,167.57,67.92,57.09
893,2016-08-25,58.17,759.22,164.86,68.34,57.29
894,2016-08-26,58.03,769.0,163.93,67.27,57.29
895,2016-08-29,58.1,771.29,163.98,67.04,56.8
896,2016-08-30,57.89,767.58,161.96,67.55,56.4
897,2016-08-31,57.46,769.16,162.09,67.53,56.23
898,2016-09-01,57.59,770.62,156.21,67.26,56.31
899,2016-09-02,57.67,772.44,157.98,68.21,56.18
900,2016-09-06,57.61,788.87,158.06,69.0,56.02
901,2016-09-07,57.66,784.48,155.64,71.03,56.32
902,2016-09-08,57.43,784.06,153.47,71.32,55.3
903,2016-09-09,56.21,760.14,150.7,68.86,54.35
904,2016-09-12,57.05,771.49,151.69,69.79,54.71
905,2016-09-13,56.53,761.01,150.74,68.32,53.98
906,2016-09-14,56.26,761.09,150.69,66.65,53.9
907,2016-09-15,57.19,769.69,152.67,66.81,54.11
908,2016-09-16,57.25,778.52,152.35,65.7,53.74
909,2016-09-19,56.93,775.1,151.79,65.69,53.01
910,2016-09-20,56.81,780.22,152.17,65.5,53.3
911,2016-09-21,57.76,789.74,152.7,66.7,53.98
912,2016-09-22,57.82,804.7,153.15,66.04,54.39
913,2016-09-23,57.43,805.75,152.53,65.77,54.43
914,2016-09-26,56.9,799.16,151.19,64.6,54.04
915,2016-09-27,57.95,816.11,150.45,65.99,54.19
916,2016-09-28,58.03,828.72,149.41,66.2,53.98
917,2016-09-29,57.4,829.05,147.49,65.31,53.45
918,2016-09-30,57.6,837.31,152.51,65.86,54.14
919,2016-10-03,57.42,836.74,151.01,67.09,53.84
920,2016-10-04,57.24,834.03,150.48,68.71,53.53
921,2016-10-05,57.64,844.36,149.98,68.31,53.35
922,2016-10-06,57.74,841.66,149.47,69.09,53.14
923,2016-10-07,57.8,839.43,149.99,68.11,53.46
924,2016-10-10,58.04,841.71,150.28,69.91,53.3
925,2016-10-11,57.19,831.0,151.01,69.33,52.92
926,2016-10-12,57.11,834.09,150.46,70.43,53.16
927,2016-10-13,56.92,829.28,150.22,72.96,52.95
928,2016-10-14,57.42,822.96,150.15,72.31,53.08
929,2016-10-17,57.22,812.95,148.7,71.94,52.76
930,2016-10-18,57.66,817.65,149.11,72.11,52.61
931,2016-10-19,57.53,817.69,149.45,73.46,53.15
932,2016-10-20,57.25,810.32,150.04,75.29,53.59
933,2016-10-21,59.66,818.99,148.97,74.56,53.63
934,2016-10-24,61.0,838.09,152.12,73.61,54.18
935,2016-10-25,60.99,835.18,150.99,72.4,53.67
936,2016-10-26,60.63,822.59,150.98,71.13,53.63
937,2016-10-27,60.1,818.36,150.86,71.12,53.59
938,2016-10-28,59.87,776.32,149.76,71.78,53.53
939,2016-10-31,59.92,789.82,147.87,72.22,53.07
940,2016-11-01,59.8,785.41,146.66,71.43,52.5
941,2016-11-02,59.43,765.56,146.27,70.96,52.98
942,2016-11-03,59.21,767.03,144.45,69.66,51.77
943,2016-11-04,58.71,755.05,142.24,70.26,52.75
944,2016-11-07,60.42,784.93,143.54,72.57,54.49
945,2016-11-08,60.47,787.75,146.09,72.71,54.62
946,2016-11-09,60.17,771.88,146.79,73.18,54.58
947,2016-11-10,58.7,742.38,146.7,74.97,53.57
948,2016-11-11,59.02,739.01,149.36,75.23,53.93
949,2016-11-14,58.12,719.07,152.0,77.83,54.22
950,2016-11-15,58.87,743.24,151.15,78.24,54.59
951,2016-11-16,59.65,746.49,152.14,77.77,55.44
952,2016-11-17,60.64,756.4,151.2,78.85,55.85
953,2016-11-18,60.35,760.16,150.36,79.47,55.77
954,2016-11-21,60.86,780.0,151.17,78.78,56.1
955,2016-11-22,61.12,785.33,152.67,81.53,57.12
956,2016-11-23,60.4,780.12,151.6,82.96,57.59
957,2016-11-25,60.53,780.37,151.88,82.75,57.43
958,2016-11-28,60.61,766.77,151.25,82.43,57.59
959,2016-11-29,61.09,762.52,151.48,82.78,58.17
960,2016-11-30,60.26,750.57,150.11,82.27,57.97
961,2016-12-01,59.2,743.65,151.74,82.86,58.51
962,2016-12-02,59.25,740.34,152.09,84.83,57.21
963,2016-12-05,60.22,759.36,151.77,83.12,57.5
964,2016-12-06,59.95,764.72,151.01,84.8,57.44
965,2016-12-07,61.37,770.42,153.85,87.67,58.76
966,2016-12-08,61.01,767.33,157.59,88.55,58.65
967,2016-12-09,61.97,768.66,159.7,89.77,58.75
968,2016-12-12,62.17,760.12,160.33,86.73,58.77
969,2016-12-13,62.98,774.34,159.77,86.87,59.31
970,2016-12-14,62.68,768.82,158.99,86.38,58.75
971,2016-12-15,62.58,761.0,160.11,90.12,57.71
972,2016-12-16,62.3,757.77,160.41,88.73,57.66
973,2016-12-19,63.62,766.0,163.46,90.33,57.65
974,2016-12-20,63.54,771.22,163.86,91.56,57.7
975,2016-12-21,63.54,770.6,163.04,91.12,57.44
976,2016-12-22,63.55,766.34,162.07,89.1,57.11
977,2016-12-23,63.24,760.59,162.08,90.43,57.01
978,2016-12-27,63.28,771.4,162.05,90.54,56.86
979,2016-12-28,62.99,772.13,161.01,88.69,56.35
980,2016-12-29,62.9,765.15,161.13,88.53,56.32
981,2016-12-30,62.14,749.87,160.11,88.73,55.52
982,2017-01-03,62.58,753.67,159.73,88.0,55.35
983,2017-01-04,62.3,757.18,159.76,89.18,55.99
984,2017-01-05,62.3,780.45,162.91,87.76,56.46
985,2017-01-06,62.84,795.99,162.83,86.98,57.13
986,2017-01-09,62.64,796.92,160.97,87.47,58.2
987,2017-01-10,62.62,795.9,161.66,92.0,57.88
988,2017-01-11,63.19,799.02,161.54,93.8,58.1
989,2017-01-12,62.61,813.64,161.87,93.26,58.03
990,2017-01-13,62.7,817.14,161.86,94.32,57.85
991,2017-01-17,62.53,809.72,163.81,93.41,58.0
992,2017-01-18,62.5,807.48,164.27,92.93,58.45
993,2017-01-19,62.3,809.04,163.7,94.22,57.89
994,2017-01-20,62.74,808.33,164.24,94.71,57.66
995,2017-01-23,62.96,817.88,163.01,93.07,57.76
996,2017-01-24,63.52,822.44,163.67,92.86,58.44
997,2017-01-25,63.68,836.52,164.14,93.38,58.7
998,2017-01-26,64.27,839.15,164.07,95.9,58.46
999,2017-01-27,65.78,835.77,162.06,95.13,56.12
1000,2017-01-30,65.13,830.38,163.25,94.16,55.9
1001,2017-01-31,64.65,823.48,163.95,93.82,55.22
1002,2017-02-01,63.58,832.35,161.86,93.63,53.9
1003,2017-02-02,63.17,839.95,168.15,94.53,53.87
1004,2017-02-03,63.68,810.2,168.32,94.09,55.06
1005,2017-02-06,63.64,807.64,167.03,95.12,55.73
1006,2017-02-07,63.43,812.5,167.52,94.1,55.24
1007,2017-02-08,63.34,819.71,168.42,97.2,55.22
1008,2017-02-09,64.06,821.36,170.96,98.41,55.81
1009,2017-02-10,64.0,827.46,172.0,97.35,56.22
1010,2017-02-13,64.72,836.53,171.96,98.02,56.11
1011,2017-02-14,64.57,836.39,173.63,96.3,56.58
1012,2017-02-15,64.53,842.7,175.0,96.96,56.86
1013,2017-02-16,64.52,844.14,175.75,96.69,56.73
1014,2017-02-17,64.62,845.07,175.86,96.6,57.35
1015,2017-02-21,64.49,856.44,176.94,96.61,57.54
1016,2017-02-22,64.36,855.61,176.51,97.25,57.57
1017,2017-02-23,64.62,852.19,175.85,95.89,57.64
1018,2017-02-24,64.62,845.24,177.56,97.01,57.48
1019,2017-02-27,64.23,848.64,177.62,97.84,56.78
1020,2017-02-28,63.98,845.04,177.18,97.82,56.87
1021,2017-03-01,64.94,853.08,177.86,100.24,57.14
1022,2017-03-02,64.01,848.91,177.98,96.36,57.12
1023,2017-03-03,64.25,849.88,170.26,98.94,57.1
1024,2017-03-06,64.27,846.61,166.73,96.63,56.68
1025,2017-03-07,64.4,846.02,167.0,95.12,56.2
1026,2017-03-08,64.99,850.5,166.24,95.2,55.74
1027,2017-03-09,64.73,853.0,165.77,94.78,55.19
1028,2017-03-10,64.93,852.46,165.37,96.61,54.53
1029,2017-03-13,64.71,854.59,164.55,96.58,54.63
1030,2017-03-14,64.41,852.53,165.24,94.5,54.27
1031,2017-03-15,64.75,852.97,166.54,95.36,54.54
1032,2017-03-16,64.64,853.42,167.06,94.14,54.8
1033,2017-03-17,64.87,852.31,167.81,93.36,55.78
1034,2017-03-20,64.93,856.97,167.44,94.82,55.81
1035,2017-03-21,64.21,843.2,166.78,92.11,55.54
1036,2017-03-22,65.03,848.06,167.68,92.92,55.89
1037,2017-03-23,64.87,847.38,166.9,94.05,55.85
1038,2017-03-24,64.98,845.61,166.02,94.7,56.81
1039,2017-03-27,65.1,846.82,166.15,95.0,57.23
1040,2017-03-28,65.29,856.0,166.77,96.33,57.35
1041,2017-03-29,65.47,874.32,167.43,94.3,57.54
1042,2017-03-30,65.71,876.34,167.89,93.66,58.16
1043,2017-03-31,65.86,886.54,167.69,92.22,58.39
1044,2017-04-03,65.55,891.51,166.7,92.37,58.44
1045,2017-04-04,65.73,906.83,167.25,90.22,58.32
1046,2017-04-05,65.56,909.28,167.0,90.05,58.22
1047,2017-04-06,65.73,898.28,170.02,89.43,57.92
1048,2017-04-07,65.68,894.88,170.62,89.17,58.02
1049,2017-04-10,65.53,907.04,171.22,89.04,57.95
1050,2017-04-11,65.48,902.36,170.63,88.84,57.88
1051,2017-04-12,65.23,896.23,170.17,88.66,57.58
1052,2017-04-13,64.95,884.67,168.84,86.33,57.51
1053,2017-04-17,65.48,901.99,169.7,86.91,58.08
1054,2017-04-18,65.39,903.78,170.13,86.53,58.35
1055,2017-04-19,65.04,899.2,170.06,87.19,59.04
1056,2017-04-20,65.5,902.06,170.15,88.37,60.08
1057,2017-04-21,66.4,898.53,170.77,89.11,60.61
1058,2017-04-24,67.53,907.41,172.33,90.68,61.11
1059,2017-04-25,67.92,907.62,172.68,91.42,60.96
1060,2017-04-26,67.83,909.29,176.8,88.25,61.56
1061,2017-04-27,68.27,918.38,177.45,84.93,61.3
1062,2017-04-28,68.46,924.99,177.52,85.09,60.06
1063,2017-05-01,69.41,948.23,177.86,84.42,60.18
1064,2017-05-02,69.3,946.94,178.59,86.49,60.5
1065,2017-05-03,69.08,941.03,179.82,86.6,60.59
1066,2017-05-04,68.81,937.53,182.45,85.43,60.83
1067,2017-05-05,69.0,934.15,180.2,85.24,60.95
1068,2017-05-08,68.94,949.04,172.64,83.53,60.94
1069,2017-05-09,69.04,952.82,172.68,84.21,60.98
1070,2017-05-10,69.31,948.95,171.35,83.19,60.66
1071,2017-05-11,68.46,947.62,171.26,83.65,60.27
1072,2017-05-12,68.38,961.35,170.88,83.59,59.93
1073,2017-05-15,68.43,957.97,171.57,84.87,60.45
1074,2017-05-16,69.41,966.07,171.0,84.73,59.98
1075,2017-05-17,67.48,944.76,169.15,82.19,59.73
1076,2017-05-18,67.71,958.49,170.72,83.04,59.82
1077,2017-05-19,67.69,959.84,171.64,84.57,61.36
1078,2017-05-22,68.45,970.67,172.4,85.28,61.23
1079,2017-05-23,68.68,971.54,172.47,85.78,61.15
1080,2017-05-24,68.77,980.35,173.01,84.54,61.89
1081,2017-05-25,69.62,993.38,174.73,86.58,62.9
1082,2017-05-26,69.96,995.78,177.86,86.62,63.3
1083,2017-05-30,70.41,996.7,178.92,85.81,63.26
1084,2017-05-31,69.84,994.62,180.43,87.05,63.61
1085,2017-06-01,70.1,995.95,180.63,88.23,63.75
1086,2017-06-02,71.76,1006.73,180.97,89.31,64.57
1087,2017-06-05,72.28,1011.34,182.08,89.3,64.27
1088,2017-06-06,72.52,1003.0,181.45,89.2,64.16
1089,2017-06-07,72.39,1010.07,182.2,91.69,63.5
1090,2017-06-08,71.95,1010.27,181.41,90.54,62.24
1091,2017-06-09,70.32,978.31,180.38,89.93,62.19
1092,2017-06-12,69.78,964.91,179.64,89.04,61.29
1093,2017-06-13,70.65,980.79,180.51,88.91,60.92
1094,2017-06-14,70.27,976.47,181.67,89.17,60.27
1095,2017-06-15,69.9,964.17,180.06,88.41,60.09
1096,2017-06-16,70.0,987.71,167.11,88.74,60.14
1097,2017-06-19,70.87,995.17,164.34,90.77,60.9
1098,2017-06-20,69.91,992.59,162.9,89.39,59.86
1099,2017-06-21,70.27,1002.23,163.15,90.83,59.96
1100,2017-06-22,70.26,1001.3,159.79,91.02,59.51
1101,2017-06-23,71.21,1003.74,157.13,91.63,59.81
1102,2017-06-26,70.53,993.98,160.2,90.87,59.64
1103,2017-06-27,69.21,976.78,159.26,88.92,58.96
1104,2017-06-28,69.8,990.33,160.17,88.41,59.18
1105,2017-06-29,68.49,975.93,158.68,89.1,58.36
1106,2017-06-30,68.93,968.0,159.93,89.76,58.31
1107,2017-07-03,68.17,953.66,158.82,90.22,58.25
1108,2017-07-05,69.08,971.4,158.02,91.28,57.94
1109,2017-07-06,68.57,965.14,157.09,91.4,57.6
1110,2017-07-07,69.46,978.76,154.11,93.89,58.04
1111,2017-07-10,69.98,996.47,151.0,92.94,57.81
1112,2017-07-11,69.99,994.13,151.11,91.57,57.9
1113,2017-07-12,71.15,1006.51,151.75,94.63,58.54
1114,2017-07-13,71.77,1000.63,153.6,93.74,58.38
1115,2017-07-14,72.78,1001.81,153.0,92.63,58.76
1116,2017-07-17,73.35,1010.04,152.84,92.08,58.33
1117,2017-07-18,73.3,1024.45,151.5,90.75,58.21
1118,2017-07-19,73.86,1026.87,151.24,90.27,58.11
1119,2017-07-20,74.22,1028.7,150.99,89.1,58.03
1120,2017-07-21,73.79,1025.67,150.44,88.25,57.98
1121,2017-07-24,73.6,1038.95,151.0,87.01,58.02
1122,2017-07-25,74.19,1039.87,153.17,87.13,58.55
1123,2017-07-26,74.05,1052.8,152.09,87.72,57.94
1124,2017-07-27,73.16,1046.0,152.52,87.98,59.5
1125,2017-07-28,73.04,1020.04,152.89,86.32,54.0
1126,2017-07-31,72.7,987.78,158.51,85.23,53.98
1127,2017-08-01,72.58,992.27,156.95,85.87,54.73
1128,2017-08-02,72.26,995.89,161.28,85.64,55.43
1129,2017-08-03,72.15,986.92,157.91,84.99,55.68
1130,2017-08-04,72.68,987.58,156.44,85.87,55.44
1131,2017-08-07,72.4,992.27,156.95,86.0,55.63
1132,2017-08-08,72.79,989.84,157.75,85.15,54.52
1133,2017-08-09,72.47,982.01,156.86,84.34,53.74
1134,2017-08-10,71.41,956.92,156.64,83.79,53.07
1135,2017-08-11,72.5,967.99,156.65,84.47,53.18
1136,2017-08-14,73.59,983.3,157.91,85.09,53.22
1137,2017-08-15,73.22,982.74,156.88,83.91,53.15
1138,2017-08-16,73.65,978.18,159.76,83.81,53.5
1139,2017-08-17,72.4,960.57,158.57,80.02,53.04
1140,2017-08-18,72.49,958.47,157.08,78.45,52.7
1141,2017-08-21,72.15,953.29,157.07,77.98,53.15
1142,2017-08-22,73.16,966.9,158.7,77.11,54.45
1143,2017-08-23,72.72,958.0,159.37,74.91,54.08
1144,2017-08-24,72.69,952.45,151.33,73.52,53.94
1145,2017-08-25,72.82,945.26,152.45,75.53,54.36
1146,2017-08-28,72.83,946.02,152.55,74.31,54.4
1147,2017-08-29,73.05,954.06,153.56,74.38,54.1
1148,2017-08-30,74.01,967.59,154.44,74.13,54.52
1149,2017-08-31,74.77,980.6,156.74,74.66,54.86
1150,2017-09-01,73.94,978.25,158.24,75.15,54.93
1151,2017-09-05,73.61,965.27,159.14,73.05,55.13
1152,2017-09-06,73.4,967.8,158.86,73.68,54.31
1153,2017-09-07,74.34,979.47,159.28,73.16,53.47
1154,2017-09-08,73.98,965.9,157.31,74.3,53.49
1155,2017-09-11,74.76,977.96,157.36,75.59,54.02
1156,2017-09-12,74.68,982.58,160.04,76.32,53.54
1157,2017-09-13,75.21,999.6,162.99,76.21,54.29
1158,2017-09-14,74.77,992.21,162.37,77.49,54.53
1159,2017-09-15,75.31,986.79,162.3,75.28,54.67
1160,2017-09-18,75.16,974.19,160.91,73.07,54.69
1161,2017-09-19,75.44,969.86,161.56,72.24,54.62
1162,2017-09-20,74.94,973.21,162.85,73.0,55.15
1163,2017-09-21,74.21,964.65,161.48,72.91,55.01
1164,2017-09-22,74.41,955.1,161.29,74.75,55.09
1165,2017-09-25,73.26,939.79,162.33,74.79,54.95
1166,2017-09-26,73.26,938.6,164.07,74.96,55.13
1167,2017-09-27,73.85,950.87,164.42,75.1,54.99
1168,2017-09-28,73.87,956.4,163.9,75.87,54.5
1169,2017-09-29,74.49,961.35,164.29,76.27,53.71
1170,2017-10-02,74.61,959.19,165.89,77.03,53.81
1171,2017-10-03,74.26,957.1,165.08,80.15,53.99
1172,2017-10-04,74.69,965.45,165.21,80.84,53.93
1173,2017-10-05,75.97,980.85,167.07,79.75,54.6
1174,2017-10-06,76.0,989.58,157.09,80.56,55.17
1175,2017-10-09,76.29,990.99,154.61,80.41,55.02
1176,2017-10-10,76.29,987.2,156.87,80.68,55.42
1177,2017-10-11,76.42,995.0,157.87,81.52,55.64
1178,2017-10-12,77.12,1000.93,157.22,80.4,55.97
1179,2017-10-13,77.49,1002.94,159.85,80.96,55.72
1180,2017-10-16,77.65,1006.34,158.81,80.47,54.91
1181,2017-10-17,77.59,1009.13,158.38,80.52,54.51
1182,2017-10-18,77.61,997.0,157.55,80.43,55.21
1183,2017-10-19,77.91,986.61,158.46,78.83,55.4
1184,2017-10-20,78.81,982.91,160.77,79.69,54.57
1185,2017-10-23,78.83,966.3,162.04,78.74,54.27
1186,2017-10-24,78.86,975.9,162.29,79.39,54.28
1187,2017-10-25,78.63,972.91,162.18,68.98,54.16
1188,2017-10-26,78.76,972.43,162.46,65.38,54.91
1189,2017-10-27,83.81,1100.95,162.38,66.58,54.88
1190,2017-10-30,83.89,1110.85,160.23,66.46,55.17
1191,2017-10-31,83.18,1105.28,161.08,66.03,54.84
1192,2017-11-01,83.18,1103.68,162.69,65.78,55.13
1193,2017-11-02,84.05,1094.22,164.95,63.65,54.87
1194,2017-11-03,84.14,1111.6,166.44,63.65,56.03
1195,2017-11-06,84.47,1120.66,165.05,63.94,56.57
1196,2017-11-07,84.27,1123.17,166.28,62.2,57.22
1197,2017-11-08,84.56,1132.88,169.05,62.08,57.91
1198,2017-11-09,84.09,1129.13,169.11,62.38,57.36
1199,2017-11-10,83.87,1125.35,171.36,62.42,57.04
1200,2017-11-13,83.93,1129.17,171.46,61.72,56.64
1201,2017-11-14,84.05,1136.84,171.44,61.68,56.93
1202,2017-11-15,82.98,1126.69,169.0,64.44,56.7
1203,2017-11-16,83.2,1137.29,170.98,65.87,57.24
1204,2017-11-17,82.4,1129.88,170.98,66.4,56.93
1205,2017-11-20,82.53,1126.31,172.28,66.1,56.81
1206,2017-11-21,83.72,1139.49,173.42,66.19,57.26
1207,2017-11-22,83.11,1156.16,172.48,65.58,57.14
1208,2017-11-24,83.26,1186.0,171.62,65.4,56.8
1209,2017-11-27,83.87,1195.83,172.61,65.36,55.91
1210,2017-11-28,84.88,1193.6,173.65,67.29,56.66
1211,2017-11-29,83.34,1161.27,177.53,69.11,57.51
1212,2017-11-30,84.17,1176.75,184.43,69.17,57.82
1213,2017-12-01,84.26,1162.35,185.13,66.91,57.32
1214,2017-12-04,81.08,1133.95,189.56,68.28,58.76
1215,2017-12-05,81.59,1141.57,187.82,68.1,59.34
1216,2017-12-06,82.78,1152.35,187.22,67.83,59.28
1217,2017-12-07,82.49,1159.79,186.2,69.37,59.14
1218,2017-12-08,84.16,1162.0,188.07,69.74,58.61
1219,2017-12-11,85.23,1168.92,188.86,69.72,59.07
1220,2017-12-12,85.58,1165.08,188.3,69.8,59.27
1221,2017-12-13,85.35,1164.13,188.28,69.02,59.49
1222,2017-12-14,84.69,1174.26,186.53,69.39,59.7
1223,2017-12-15,86.85,1179.14,192.73,70.83,58.29
1224,2017-12-18,86.38,1190.58,192.31,73.56,58.03
1225,2017-12-19,85.83,1187.38,188.33,73.19,58.01
1226,2017-12-20,85.52,1177.62,187.51,73.77,57.73
1227,2017-12-21,85.5,1174.76,186.8,74.69,57.58
1228,2017-12-22,85.51,1168.36,186.63,74.28,57.3
1229,2017-12-26,85.4,1176.76,186.55,74.84,57.14
1230,2017-12-27,85.71,1182.26,186.3,74.37,57.27
1231,2017-12-28,85.72,1186.1,186.62,74.57,57.81
1232,2017-12-29,85.54,1169.47,186.12,73.51,57.43
1233,2018-01-02,85.95,1189.01,188.32,75.01,57.63
1234,2018-01-03,86.35,1204.2,190.58,74.66,58.71
1235,2018-01-04,87.11,1209.59,189.1,73.85,58.93
1236,2018-01-05,88.19,1229.14,187.75,73.74,59.61
1237,2018-01-08,88.28,1246.87,188.48,72.75,59.31
1238,2018-01-09,88.22,1252.7,186.29,71.29,59.18
1239,2018-01-10,87.82,1254.33,185.42,72.05,59.82
1240,2018-01-11,88.08,1276.68,189.38,74.81,60.0
1241,2018-01-12,89.6,1305.2,191.84,73.52,60.4
1242,2018-01-16,88.35,1304.86,191.53,71.28,60.56
1243,2018-01-17,90.14,1295.0,192.29,70.82,60.66
1244,2018-01-18,90.1,1293.32,191.51,69.79,61.09
1245,2018-01-19,90.0,1294.58,192.29,68.88,61.26
1246,2018-01-22,91.61,1327.31,194.38,68.55,61.41
1247,2018-01-23,91.9,1362.54,193.42,69.47,61.69
1248,2018-01-24,91.82,1357.51,194.24,64.69,60.83
1249,2018-01-25,92.33,1377.95,197.95,62.07,60.55
1250,2018-01-26,94.06,1402.05,198.91,64.54,57.99
1251,2018-01-29,93.92,1417.68,198.32,65.48,57.02
1252,2018-01-30,92.74,1437.82,197.91,64.2,57.19
1253,2018-01-31,95.01,1450.89,194.87,65.73,56.81
1254,2018-02-01,94.26,1390.0,193.47,64.08,56.0
1255,2018-02-02,91.78,1429.95,190.99,64.56,55.77
1256,2018-02-05,88.0,1390.0,182.77,62.74,54.69
1257,2018-02-06,91.33,1442.84,185.01,63.19,55.61
1258,2018-02-07,89.61,1416.78,183.19,64.23,54.46
